N(bp),seed1,seed2,nProtein,pca1,pca2,pca3,positions,,,
105,636084,95287,2,49.83588943,26.45397519,4.176640664,27,79,,
105,542661,110297,2,47.68258988,23.25913677,3.222887474,14,66,,
105,760530,235192,2,45.82343396,24.9391607,4.404573538,13,65,,
105,431698,180218,2,46.60700945,30.37791216,3.653356109,8,60,,
105,329159,85145,2,47.79843934,24.12086406,3.433864029,16,69,,
105,670355,170251,2,48.1013264,23.1778219,4.884759919,22,75,,
105,113746,125284,2,44.8328182,31.60091162,6.356718129,10,62,,
105,910131,25090,2,46.51722025,25.48785263,2.546322566,18,70,,
105,49482,140350,2,47.57230479,27.71726639,3.947521495,8,61,,
105,377011,175178,2,49.292708,25.02997311,4.771751412,20,83,,
105,86555,225260,2,47.6776401,29.28631643,4.739316579,6,59,,
105,117817,75183,2,48.42632503,24.94025349,4.118637073,21,74,,
105,580838,135328,2,49.22644914,29.54309149,2.116998919,33,87,,
105,869144,200156,2,47.62860479,26.09186491,3.756872364,34,86,,
105,764884,195188,2,47.86095598,25.915,5.266784559,26,78,,
105,705702,120333,2,44.12621142,23.54918869,6.400311082,17,69,,
105,700932,215328,2,46.22445174,25.27512432,4.890614171,12,65,,
105,88500,155235,2,48.71412811,28.70115283,3.904228177,11,63,,
105,728206,185194,3,41.88156142,38.11674888,4.47944152,16,58,89,
105,481455,5179,2,46.80665833,24.33962355,4.839119727,0,52,,
105,401305,145285,3,42.22495627,26.64868648,9.956201988,14,37,78,
105,2244,190122,2,48.79676527,24.33296193,6.411182922,25,78,,
105,469463,40134,2,45.90868353,30.16731663,6.426184188,1,53,,
105,338281,70180,2,49.75043563,22.98913117,2.47510438,32,85,,
105,943951,165348,2,46.54386287,24.92410334,5.983745993,33,85,,
105,251764,80086,2,45.32825479,31.81745188,6.227943201,32,85,,
105,515720,10149,2,49.55152837,25.32988842,3.635222894,16,68,,
105,841634,210122,2,48.41400199,24.7607331,6.76248716,0,53,,
105,225636,193,2,49.47006803,26.26028643,3.85675743,25,77,,
105,116267,55167,2,44.56462281,27.38790439,4.952482003,18,69,,
105,787806,30056,2,51.82872935,23.96457465,3.128165601,4,57,,
105,169707,115070,2,48.30373172,23.75426476,6.622319868,0,43,,
105,408990,205229,2,49.04897865,28.8244819,2.506445398,18,81,,
105,802708,220140,2,47.44214585,24.61504564,5.089246851,15,68,,
105,4242,15156,2,50.08665664,22.23628264,5.753461402,33,86,,
105,689020,35283,2,46.0682453,27.82492107,9.297124159,11,65,,
105,665606,160085,2,47.83095909,24.79525521,2.884102852,34,86,,
105,679317,100151,2,48.17410618,25.78605914,4.137402488,4,57,,
105,999196,60089,2,48.39230802,22.9878291,5.316859128,28,80,,
105,270257,90213,2,48.35841808,21.67099768,3.407033521,25,78,,
105,597399,230236,2,46.333676,23.26141747,5.913923223,10,63,,
105,580513,65153,2,49.21038686,22.06182534,2.894847497,25,78,,
105,809033,105255,3,43.33738308,31.276833,9.919625293,2,35,66,
105,851011,45142,2,48.56263078,27.32298022,3.759806079,2,55,,
105,60803,20270,2,48.49130413,24.05305326,3.458139709,14,66,,
105,944713,150406,2,48.4995562,24.25370448,5.339980665,3,56,,
105,578690,130187,2,48.26046258,24.21737353,3.693710637,36,88,,
105,86226,95287,2,51.73059942,22.50108091,4.054062198,26,79,,
105,77824,110297,2,48.02656776,22.14077597,5.008974569,14,66,,
105,27420,235192,2,48.04185471,25.92697602,4.848841046,13,65,,
105,697473,85145,2,48.04681285,26.06994397,4.467259315,16,69,,
105,730328,140350,2,47.99699636,28.34995899,4.750302705,8,61,,
105,941197,180244,2,42.17120203,30.81663168,5.880202056,34,77,,
105,491459,50082,2,43.62202271,31.34210421,4.402818905,14,56,,
105,407097,125315,2,48.63849271,26.33547526,2.877888899,25,77,,
105,705117,170294,2,48.95126116,24.09683423,5.141168241,9,61,,
105,896695,75183,2,48.19137235,24.12850033,4.848491575,21,74,,
105,9295,135328,2,47.97847811,22.1167971,6.31076241,34,87,,
